,date,volume,open,high,low,close,label,MA-5,MA-10,MA-20,MA-60,RSI-14,MACD,MACD_signal,MACD_hist,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,buy,sell,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
10,2012-12-17,8752706,343.0,343.0,336.0,338.0,2.0,0.00625186067281936,0.02222894299107825,,,,,,,1559,40,6480927,837,16339,15657, ,773,972,1,6480927,206,8197,8964,32261260,40366565,TW0002330008,5782181801,20138527558,22.3,77.69,100.0,100.0,25920709359,2012-05-18,8964000.0,206000.0,972000.0,1000.0,8197000.0,-2109007020.0,58079274.0,720000.0,0.0,800000.0,59599274.0,7970455.0,0.0
11,2012-12-18,7406655,340.0,340.5,332.0,335.5,2.0,-0.009155345540460788,0.013595166163141994,,,,,,,1126,0,6480927,312,17153,16339, ,659,316,0,6480927,97,7978,8197,25430000,29962837,TW0002330008,5788230638,20132478721,22.33,77.66,100.0,100.0,25920709359,2012-05-18,8197000.0,97000.0,316000.0,0.0,7978000.0,-2109007020.0,59599274.0,756000.0,2029000.0,750000.0,59076274.0,8030589.0,0.0
12,2012-12-19,13627523,333.0,333.5,326.0,327.0,2.0,-0.026495980946710265,-0.011188388267311729,,,,,,,513,10,6480927,913,16743,17153, ,369,65,0,6480927,147,8060,7978,23719849,20471406,TW0002330008,5779172651,20141536708,22.29,77.7,100.0,100.0,25920709359,2012-05-18,7978000.0,147000.0,65000.0,0.0,8060000.0,-2109007020.0,59076274.0,161000.0,0.0,168000.0,59405274.0,8069160.0,0.0
13,2012-12-20,9248392,324.5,329.5,322.5,323.0,2.0,-0.028863499699338612,-0.023136246786632324,,,,,,,1765,0,6480927,1693,16815,16743, ,1017,367,1,6480927,95,7787,8060,23171000,25690480,TW0002330008,5780991572,20139717787,22.3,77.69,100.0,100.0,25920709359,2012-05-18,8060000.0,95000.0,367000.0,1000.0,7787000.0,-2109007020.0,59405274.0,14000.0,51000.0,0.0,59368274.0,8039394.0,0.0
14,2012-12-21,6748147,324.0,326.5,320.0,321.0,2.0,-0.02401945880206743,-0.02845036319612584,,,38.13559322033898,,,,1233,11,6480927,974,17063,16815, ,1163,429,1,6480927,103,7460,7787,21015000,27063927,TW0002330008,5787999499,20132709860,22.32,77.67,100.0,100.0,25920709359,2012-05-18,7787000.0,103000.0,429000.0,1000.0,7460000.0,-2109007020.0,59368274.0,158000.0,1000000.0,0.0,58526274.0,8014848.0,0.0
15,2012-12-22,6368341,322.0,323.5,316.5,317.5,0.0,-0.022475369458128114,-0.0388981383381263,,,35.845588235294116,,,,405,0,6480927,1089,16379,17063, ,172,47,1,6480927,141,7553,7460,2358000,929994,TW0002330008,5786847499,20133861860,22.32,77.67,100.0,100.0,25920709359,2012-05-18,,,,,,,,,,,,,
16,2012-12-24,4319349,316.5,320.5,315.0,317.5,0.0,-0.01151930261519299,-0.03758714762049099,,,35.845588235294116,,,,520,0,6480927,384,16515,16379, ,355,106,0,6480927,38,7485,7553,11930000,8088309,TW0002330008,5788906808,20131802551,22.33,77.66,100.0,100.0,25920709359,2012-05-18,7553000.0,38000.0,106000.0,0.0,7485000.0,-2109007020.0,58560274.0,64000.0,4620000.0,0.0,54004274.0,7707398.0,0.0
17,2012-12-25,4065359,320.0,323.0,318.5,322.0,2.0,0.005621486570893228,-0.018442310623380618,,,41.11792189122274,,,,640,2,6480927,1441,15712,16515, ,112,167,1,6480927,178,7495,7485,10802000,2687000,TW0002330008,5781755808,20138953551,22.3,77.69,100.0,100.0,25920709359,2012-05-18,7485000.0,178000.0,167000.0,1000.0,7495000.0,-2109007020.0,54004274.0,176000.0,0.0,300000.0,54480274.0,7606781.0,0.0
18,2012-12-26,4052771,324.0,324.5,321.5,321.5,2.0,0.005001562988433957,-0.014559386973180077,,,40.71751659329049,,,,391,15,6480927,1129,14959,15712, ,180,82,0,6480927,73,7486,7495,8348000,3139000,TW0002330008,5778974808,20141734551,22.29,77.7,100.0,100.0,25920709359,2012-05-18,7495000.0,73000.0,82000.0,0.0,7486000.0,-2109007020.0,54480274.0,66000.0,2202000.0,0.0,52344274.0,7519842.0,0.0
19,2012-12-27,5425759,322.0,325.5,321.0,324.0,2.0,0.0109204368174727,-0.0021558361564520748,-0.010762537210899863,,43.67113474368926,,,,894,9,6480927,186,15658,14959, ,655,133,0,6480927,41,7394,7486,17866012,14279346,TW0002330008,5775580154,20145129205,22.28,77.71,100.0,100.0,25920709359,2012-05-18,7486000.0,41000.0,133000.0,0.0,7394000.0,-2109007020.0,52344274.0,2000.0,419547.0,0.0,51926727.0,7455854.0,0.0
20,2012-12-28,8698178,324.5,325.5,319.0,323.5,2.0,0.005595275101025836,0.0007733952049497294,-0.010552072182290836,,43.207472744507086,,,,687,22,6480927,1121,15202,15658, ,290,228,3,6480927,171,7334,7394,19748000,11972517,TW0002330008,5767301671,20153407688,22.24,77.75,100.0,100.0,25920709359,2012-05-18,7394000.0,171000.0,228000.0,3000.0,7334000.0,-2109007020.0,51926727.0,10000.0,1600000.0,100000.0,50436727.0,7467166.0,0.0
21,2013-01-02,7946566,324.5,325.0,322.0,325.0,2.0,0.005569306930693105,0.008690254500310402,-0.0048989589712186855,,45.090935385681284,,,,2883,0,6480927,2862,15223,15202, ,1691,102,0,6480927,701,7933,7334,25530489,10422316,TW0002330008,5750905977,20169803382,22.18,77.81,100.0,100.0,25920709359,2012-05-18,7334000.0,701000.0,102000.0,0.0,7933000.0,-2109007020.0,50436727.0,508000.0,12000.0,494000.0,51426727.0,7594981.0,0.0
22,2013-01-03,10653300,327.0,329.0,325.5,326.0,2.0,0.006172839506172839,0.01210804098106171,-0.0012254901960783617,,46.367914874123436,,,,1141,1,6480927,2291,14072,15223, ,812,257,0,6480927,394,8070,7933,34741100,20442912,TW0002330008,5735950789,20184758570,22.12,77.87,100.0,100.0,25920709359,2012-05-18,7933000.0,394000.0,257000.0,0.0,8070000.0,-2109007020.0,51426727.0,156000.0,2200000.0,0.0,49382727.0,7688803.0,0.0
23,2013-01-04,25593700,308.0,314.0,304.5,305.5,1.0,-0.04769326683291774,-0.04635554861869837,-0.06144393241167435,,30.63770180522201,,,,367,1,6480927,1227,13211,14072, ,367,128,1,6480927,137,8078,8070,34725806,25683195,TW0002330008,5726636178,20194073181,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8070000.0,137000.0,128000.0,1000.0,8078000.0,-2109007020.0,49382727.0,72000.0,0.0,0.0,49454727.0,7813498.0,0.0
24,2013-01-07,16313409,301.5,302.5,295.0,301.5,1.0,-0.04679102118242179,-0.05307788944723611,-0.07059186189889019,,28.59897812230467,,,,658,0,6480927,852,13017,13211, ,624,325,0,6480927,241,7994,8078,27687000,29198300,TW0002330008,5726645478,20194063881,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8078000.0,241000.0,325000.0,0.0,7994000.0,-2109007020.0,49454727.0,328000.0,0.0,0.0,49782727.0,7667010.0,0.0
25,2013-01-08,11383104,300.0,303.0,299.0,302.5,1.0,-0.03075937199615515,-0.04544020195645307,-0.06527616840478949,,29.85564338759548,,,,1356,0,6480927,772,13601,13017, ,435,375,2,6480927,129,7746,7994,17586200,16551374,TW0002330008,5725104652,20195604707,22.08,77.91,100.0,100.0,25920709359,2012-05-18,7994000.0,129000.0,375000.0,2000.0,7746000.0,-2109007020.0,49782727.0,1000.0,2700000.0,0.0,47083727.0,7608328.0,0.0
26,2013-01-09,12477395,303.5,312.0,302.5,312.0,0.0,0.008077544426494346,-0.01375059269796119,-0.03442940038684719,,40.558782470515375,,,,600,0,6480927,587,13614,13601, ,330,35,5,6480927,233,7939,7746,17511023,11221316,TW0002330008,5720385945,20200323414,22.06,77.93,100.0,100.0,25920709359,2012-05-18,7746000.0,233000.0,35000.0,5000.0,7939000.0,-2109007020.0,47083727.0,1000.0,1041000.0,0.0,46043727.0,7444940.0,0.0
27,2013-01-10,13070557,317.0,317.0,310.0,314.0,0.0,0.022468251383913958,-0.004912058310885791,-0.024238657551274117,,42.546373169893826,,,,1174,1,6480927,750,14037,13614, ,465,79,0,6480927,142,8002,7939,31880000,28178853,TW0002330008,5717467798,20203241561,22.05,77.94,100.0,100.0,25920709359,2012-05-18,7939000.0,142000.0,79000.0,0.0,8002000.0,-2109007020.0,46043727.0,530000.0,3000000.0,0.0,43573727.0,7298430.0,0.0
28,2013-01-11,4438615,315.5,315.5,310.0,312.5,0.0,0.012965964343598054,-0.006832989035436127,-0.02480886253705723,,41.42751737815518,,,,312,12,6480927,620,13717,14037, ,176,78,0,6480927,202,8126,8002,19195186,11318515,TW0002330008,5709272127,20211437232,22.02,77.97,100.0,100.0,25920709359,2012-05-18,8002000.0,202000.0,78000.0,0.0,8126000.0,-2109007020.0,43573727.0,164000.0,0.0,0.0,43737727.0,7074947.0,0.0
29,2013-01-14,4955501,312.0,312.0,306.5,312.0,0.0,0.004507405022536951,-0.0046259371510607395,-0.022173470187260014,,41.04009619056245,,,,511,20,6481108,823,13385,13717, ,312,67,0,6481108,129,8188,8126,19676000,11224350,TW0002330008,5697925729,20222783630,21.98,78.01,100.0,100.0,25920709359,2012-05-18,8126000.0,129000.0,67000.0,0.0,8188000.0,-2108825675.0,43737727.0,7000.0,0.0,0.0,43744727.0,6719556.0,0.0
30,2013-01-15,4612502,314.0,314.0,311.0,311.5,0.0,-0.0028809218950063293,-0.0024019215372297837,-0.01966955153422502,,40.630896265332204,,,,673,0,6481108,593,13465,13385, ,194,278,0,6481108,129,8039,8188,27629958,29462661,TW0002330008,5696377432,20224331927,21.97,78.02,100.0,100.0,25920709359,2012-05-18,8188000.0,129000.0,278000.0,0.0,8039000.0,-2108825675.0,43744727.0,0.0,1500000.0,0.0,42244727.0,6665920.0,0.0
31,2013-01-16,10431893,314.0,314.0,301.0,309.5,0.0,-0.007694773966014676,-0.0038622465400707713,-0.02196239532311578,,38.957632498767424,,,,504,3,6481108,277,13689,13465, ,134,230,0,6481108,170,7979,8039,25820054,28645840,TW0002330008,5695807218,20224902141,21.97,78.02,100.0,100.0,25920709359,2012-05-18,8039000.0,170000.0,230000.0,0.0,7979000.0,-2108825675.0,42244727.0,0.0,0.0,0.0,42244727.0,6615394.0,0.0
32,2013-01-17,7357801,306.0,310.5,306.0,307.0,1.0,-0.011272141706924315,-0.005829015544041487,-0.026787129497543156,,36.911363212772066,,,,1004,3,6481108,864,13826,13689, ,288,271,175,6481108,247,7780,7979,32001500,30815319,TW0002330008,5694912451,20225796908,21.97,78.02,100.0,100.0,25920709359,2012-05-18,7979000.0,247000.0,271000.0,175000.0,7780000.0,-2108825675.0,42244727.0,1500000.0,10195000.0,0.0,33549727.0,6481949.0,0.0
33,2013-01-18,5509089,308.5,310.0,304.0,309.0,1.0,-0.0025823111684958404,-0.00048520135856373046,-0.018268467037331215,,39.642696687618965,-5.964207036412574,-6.4207096864669655,0.45650265005439117,701,7,6481108,1718,12802,13826, ,1558,100,1,6481108,665,8344,7780,45343278,24548000,TW0002330008,5673046173,20247663186,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7780000.0,665000.0,100000.0,1000.0,8344000.0,-2108825675.0,33549727.0,0.0,0.0,0.0,33549727.0,6591101.0,0.0
34,2013-01-21,7687518,312.0,318.5,310.0,316.5,1.0,0.018667524943675608,0.018831482375664003,0.0062793100707416675,,48.625064326112216,-5.171611809900298,-6.170890111153632,0.9992783012533337,359,1,6481108,351,12809,12802, ,139,350,1,6481108,41,8034,8344,12395700,13510817,TW0002330008,5674380222,20246329137,21.89,78.1,100.0,100.0,25920709359,2012-05-18,8344000.0,41000.0,350000.0,1000.0,8034000.0,-2108825675.0,33549727.0,0.0,494000.0,0.0,33055727.0,6459075.0,0.0
35,2013-01-22,6284813,319.0,320.0,315.5,318.5,0.0,0.020506247997436645,0.020016012810248198,0.012477151712628186,,50.73073522767636,-4.332152737163938,-5.803142636355693,1.4709898991917552,292,2,6481108,513,12586,12809, ,269,257,40,6481108,66,7803,8034,19687000,15947144,TW0002330008,5671550366,20249158993,21.88,78.11,100.0,100.0,25920709359,2012-05-18,8034000.0,66000.0,257000.0,40000.0,7803000.0,-2108825675.0,33055727.0,0.0,4478000.0,0.0,28577727.0,6399613.0,0.0
36,2013-01-23,6536829,318.5,318.5,316.0,317.5,1.0,0.01211348422059296,0.015025575447570296,0.009298259556544581,,49.63530533000508,-3.704859700266013,-5.3834860491377565,1.6786263488717434,127,241,6481108,353,12119,12586, ,79,12,170,6481108,72,7693,7803,29456000,24815717,TW0002330008,5666634083,20254075276,21.86,78.13,100.0,100.0,25920709359,2012-05-18,7803000.0,72000.0,12000.0,170000.0,7693000.0,-2108825675.0,28577727.0,0.0,5203000.0,0.0,23374727.0,6333966.0,0.0
37,2013-01-24,6480816,316.0,319.5,313.5,319.0,1.0,0.009174311926605432,0.018193424832428945,0.014550369722509306,,51.33286540586024,-3.0515120536905442,-4.917091250048314,1.8655791963577695,838,6,6481108,410,12541,12119, ,452,357,0,6481108,90,7426,7693,24316130,36999226,TW0002330008,5679720179,20240989180,21.91,78.08,100.0,100.0,25920709359,2012-05-18,7693000.0,90000.0,357000.0,0.0,7426000.0,-2108825675.0,23374727.0,0.0,1500000.0,102264.0,21976991.0,6323171.0,0.0
38,2013-01-25,6979833,320.0,324.0,317.5,322.0,1.0,0.01035456542202702,0.024661893396976928,0.02401017649864847,,54.626786313134716,-2.2655386889525744,-4.386780737829166,2.1212420488765913,1586,10,6481108,405,13712,12541, ,938,493,0,6481108,222,7155,7426,30826410,42839523,TW0002330008,5689932292,20230777067,21.95,78.04,100.0,100.0,25920709359,2012-05-18,7426000.0,222000.0,493000.0,0.0,7155000.0,-2108825675.0,21976991.0,0.0,1207000.0,380000.0,21149991.0,6343769.0,0.0
39,2013-01-28,6492020,325.0,326.0,322.5,325.0,1.0,0.014357053682896451,0.029947710347013115,0.033386327503974564,,57.70931279112186,-1.3846132471898045,-3.7863472397012936,2.401733992511489,419,1,6481108,414,13715,13711, ,222,143,2,6481108,178,7188,7155,21293000,25889000,TW0002330008,5694014292,20226695067,21.96,78.03,100.0,100.0,25920709359,2012-05-18,7155000.0,178000.0,143000.0,2000.0,7188000.0,-2108825675.0,21149991.0,0.0,3264000.0,800000.0,18685991.0,6310957.0,0.0
40,2013-01-29,5592434,328.0,328.0,323.5,325.0,1.0,0.01025800435188067,0.025560113600504964,0.033139950727171616,,57.70931279112186,-0.6786504281768657,-3.164807877396408,2.4861574492195424,231,7,6481108,1645,12295,13716, ,226,119,0,6481108,406,7475,7188,29066900,22593424,TW0002330008,5683976816,20236732543,21.92,78.07,100.0,100.0,25920709359,2012-05-18,7188000.0,406000.0,119000.0,0.0,7475000.0,-2108825675.0,18685991.0,0.0,617000.0,793000.0,18861991.0,6239921.0,0.0
41,2013-01-30,7977629,326.0,327.0,323.5,325.0,1.0,0.005569306930693105,0.020568378081331485,0.033139950727171616,,57.70931279112186,-0.11781174743254041,-2.5554086514036345,2.437596903971094,230,1,6481108,670,11854,12295, ,314,60,1,6481108,184,7598,7475,27021677,18158684,TW0002330008,5672823823,20247885536,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7475000.0,184000.0,60000.0,1000.0,7598000.0,-2108825675.0,18861991.0,15000.0,4500000.0,893000.0,15269991.0,6196133.0,0.0
42,2013-01-31,9912193,325.0,325.0,318.0,323.0,1.0,-0.0030864197530864196,0.009217309795344441,0.027272004452572118,,54.61959682982318,0.16339020183926323,-2.0116488807550548,2.175039082594318,261,4,6481108,238,11873,11854, ,371,189,0,6481108,62,7471,7598,38659744,39276248,TW0002330008,5671946327,20248763032,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7598000.0,62000.0,189000.0,0.0,7471000.0,-2108825675.0,15269991.0,470000.0,4000000.0,847000.0,12586991.0,6293466.0,0.0
43,2013-02-01,6221876,322.5,325.0,321.5,324.5,1.0,0.0,0.009017412935323313,0.02893380895759017,,56.500651230342534,0.5015012424159409,-1.5090188561208557,2.0105200985367966,135,1,6481108,475,11532,11873, ,71,33,1,6481108,67,7504,7471,22278126,18638272,TW0002330008,5667896473,20252812886,21.86,78.13,100.0,100.0,25920709359,2012-05-18,7471000.0,67000.0,33000.0,1000.0,7504000.0,-2108825675.0,12586991.0,34000.0,250000.0,780000.0,13150991.0,6211426.0,0.0
44,2013-02-04,7647890,324.5,326.0,320.5,325.0,1.0,0.0015408320493066256,0.007908202822143003,0.02669404517453795,,57.13842197055416,0.8005739808458543,-1.0471002887275138,1.847674269573368,461,7,6481108,1110,10876,11532, ,222,139,2,6481108,172,7535,7504,32360000,19594672,TW0002330008,5652440321,20268269038,21.8,78.19,100.0,100.0,25920709359,2012-05-18,7504000.0,172000.0,139000.0,2000.0,7535000.0,-2108825675.0,13150991.0,0.0,0.0,0.0,13150991.0,6214778.0,0.0
45,2013-02-05,9698480,324.5,326.5,323.0,326.0,1.0,0.0040036957191253815,0.008663366336633699,0.026044535368636327,,58.45050777024503,1.105538958466525,-0.616572439288706,1.722111397755231,274,3,6481108,253,10894,10876, ,264,120,1,6481108,42,7456,7535,13856000,10800025,TW0002330008,5648485346,20272224013,21.79,78.2,100.0,100.0,25920709359,2012-05-18,7535000.0,42000.0,120000.0,1000.0,7456000.0,-2108825675.0,13150991.0,0.0,350000.0,680000.0,13480991.0,6278188.0,0.0
46,2013-02-06,6117153,327.0,327.5,324.0,325.0,1.0,0.0009239297813366535,0.0032412409322426653,0.020808794660384766,,56.5850706074476,1.2521008188990095,-0.24283778765116287,1.4949386065501724,730,11,6481423,1016,10597,10894, ,113,167,6,6481423,209,7492,7456,28051333,16174604,TW0002330008,5640550617,20280158742,21.76,78.23,100.0,100.0,25920709359,2012-05-18,7456000.0,209000.0,167000.0,6000.0,7492000.0,-2108511013.0,13480991.0,3000.0,7504000.0,750000.0,6729991.0,6378951.0,0.0
47,2013-02-18,6357721,328.0,329.0,324.0,325.0,1.0,-0.00030759766225783673,0.001386535202588164,0.019048365603198208,,56.585070607447605,1.3526595321279729,0.0762616763046643,1.2763978558233084,1296,3,6481423,914,10976,10597, ,415,104,1,6481423,152,7539,7492,58565600,42614413,TW0002330008,5621528430,20299180929,21.68,78.31,100.0,100.0,25920709359,2012-05-18,7492000.0,152000.0,104000.0,1000.0,7539000.0,-2108511013.0,6729991.0,9000.0,0.0,0.0,6738991.0,6701215.0,0.0
48,2013-02-19,4446117,325.0,326.0,322.0,324.0,1.0,-0.003076923076923077,-0.0023094688221709007,0.014084507042253521,,54.565406722677814,1.3362578455452194,0.3282609101527753,1.007996935392444,452,0,6481423,504,10924,10976, ,225,95,0,6481423,110,7554,7539,17685000,14059866,TW0002330008,5616769296,20303940063,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7539000.0,110000.0,95000.0,0.0,7554000.0,-2108511013.0,6738991.0,15000.0,90000.0,0.0,6663991.0,6768203.0,0.0
49,2013-02-20,5699934,327.0,328.0,325.0,326.0,1.0,0.0024600246002460377,0.0035400954286593112,0.018113678950655875,,57.80889835455136,1.4677236712077502,0.5561534623637703,0.9115702088439799,576,0,6481423,712,10788,10924, ,170,95,0,6481423,197,7656,7554,37115295,25795688,TW0002330008,5603131689,20317577670,21.61,78.38,100.0,100.0,25920709359,2012-05-18,7554000.0,197000.0,95000.0,0.0,7656000.0,-2108511013.0,6663991.0,0.0,0.0,0.0,6663991.0,6886315.0,0.0
50,2013-02-21,4828703,326.0,327.0,325.0,326.0,1.0,0.0024600246002460377,0.003231266348669061,0.01581366362857362,,57.80889835455136,1.553997766285704,0.755722323148157,0.7982754431375471,414,42,6481423,174,10986,10788, ,113,157,0,6481423,64,7563,7656,26557042,26532974,TW0002330008,5600889621,20319819738,21.6,78.39,100.0,100.0,25920709359,2012-05-18,7656000.0,64000.0,157000.0,0.0,7563000.0,-2108511013.0,6663991.0,122000.0,0.0,0.0,6785991.0,6918625.0,0.0
51,2013-02-22,3946411,326.0,327.0,324.5,327.0,1.0,0.0042997542997542295,0.0056896816853760504,0.016159105034182688,,59.48604170597049,1.6836541340387043,0.9413086853262664,0.7423454487124379,1690,1,6481423,322,12353,10986, ,326,359,5,6481423,40,7239,7563,24572000,36984089,TW0002330008,5614698582,20306010777,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7563000.0,40000.0,359000.0,5000.0,7239000.0,-2108511013.0,6785991.0,16000.0,250000.0,0.0,6551991.0,6911495.0,0.0
52,2013-02-23,1852908,328.0,328.0,325.5,326.5,1.0,0.0018410555385088149,0.0030721966205837174,0.011540546820540695,,58.2394583205884,1.726163776762121,1.0982797036134373,0.6278840731486837,330,0,6481423,737,11946,12353, ,124,150,5,6481423,146,7230,7239,4783000,1908000,TW0002330008,5610562582,20310146777,21.64,78.35,100.0,100.0,25920709359,2012-05-18,,,,,,,,,,,,,
53,2013-02-25,12241871,328.0,339.5,325.5,336.5,0.0,0.024665042630937953,0.029996939087848215,0.0380996452259757,,71.22657005964818,2.537518468049541,1.386127456500658,1.1513910115488828,1229,2,6481423,146,13027,11946, ,107,153,2,6481423,72,7147,7230,26429000,30442375,TW0002330008,5614943957,20305765402,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7230000.0,72000.0,153000.0,2000.0,7147000.0,-2108511013.0,6565991.0,0.0,115000.0,0.0,6450991.0,6668514.0,0.0
